LandContour,GarageYrBlt,FullBath,1stFlrSF,BsmtFinSF1,TotRmsAbvGrd,ExterQual,OpenPorchSF,Heating,Condition2,OverallQual,GarageCars,KitchenQual,KitchenAbvGr,GrLivArea,2ndFlrSF,CentralAir,BsmtQual,TotalBsmtSF,Fireplaces,SalePrice
Lvl,1987.0,1,483,321,5,TA,0,GasA,Norm,6,1,TA,1,987,504,Y,TA,483,0,106000
Lvl,1974.0,1,912,842,5,TA,0,GasA,Norm,5,1,TA,1,912,0,Y,TA,912,1,125000
Lvl,2005.0,2,1555,16,7,Gd,20,GasA,Norm,7,2,Gd,1,1555,0,Y,Gd,1373,1,192500
Lvl,1959.0,1,1194,0,6,TA,0,GasA,Norm,6,1,TA,1,1194,0,Y,TA,1194,0,148000
Lvl,1995.0,2,1490,689,9,Gd,146,GasA,Norm,8,3,Ex,1,2794,1304,Y,Gd,1462,1,403000
Lvl,1972.0,1,483,0,5,TA,0,GasA,Norm,6,1,TA,1,987,504,Y,TA,483,1,94500
Lvl,1976.0,1,894,182,5,TA,0,GasA,Norm,5,1,TA,1,894,0,Y,TA,894,0,128200
Lvl,2002.0,2,860,625,8,Gd,48,GasA,Norm,6,2,Gd,1,1960,1100,Y,Gd,860,2,216500
Lvl,1971.0,1,483,358,5,TA,0,GasA,Norm,6,1,TA,1,987,504,Y,TA,483,0,89500
Lvl,2004.0,2,1414,24,6,Gd,105,GasA,Norm,7,2,Gd,1,1414,0,Y,Gd,1414,0,185500
Lvl,1993.0,2,1014,402,7,Gd,70,GasA,Norm,7,2,Gd,1,1744,730,Y,Gd,996,0,194500
Lvl,2007.0,2,1694,0,7,Ex,228,GasA,Norm,8,3,Gd,1,1694,0,Y,Ex,1694,0,318000
Lvl,1949.0,1,798,94,7,TA,140,GasA,Norm,6,1,TA,1,1487,689,Y,TA,735,1,113000
Lvl,2008.0,2,1566,1078,7,Gd,168,GasA,Norm,8,2,Gd,1,1566,0,Y,Gd,1566,0,262500
Lvl,,1,866,329,4,TA,42,GasA,Norm,5,0,Gd,1,866,0,Y,TA,686,0,110500
Lvl,1940.0,1,889,0,6,TA,0,GasA,Norm,5,1,TA,1,1440,551,N,TA,540,0,79000
Lvl,1980.0,1,626,0,6,TA,28,GasA,Norm,6,1,TA,1,1217,591,Y,Gd,626,1,120000
Lvl,1994.0,2,1222,695,8,Gd,130,GasA,Norm,7,2,Gd,1,2110,888,Y,Gd,948,2,205000
Lvl,1988.0,2,1872,929,6,TA,39,GasA,Norm,7,2,TA,1,1872,0,Y,Gd,1845,1,241500
Lvl,1910.0,2,908,0,9,TA,60,GasA,Norm,6,1,Fa,2,1928,1020,N,Fa,1020,0,137000
Lvl,1954.0,1,1375,0,5,TA,30,GasA,Norm,6,2,TA,1,1375,0,Y,TA,1367,1,140000
Lvl,2003.0,2,840,0,8,Gd,68,GasA,Norm,7,2,Gd,1,1668,828,Y,Gd,840,0,180000
Low,1958.0,2,1444,697,7,Gd,98,GasA,Norm,6,2,Gd,1,2144,700,Y,Gd,1444,2,277000
Lvl,,1,1306,0,6,TA,0,GasA,Norm,3,0,Fa,1,1306,0,Y,TA,728,0,76500
HLS,2006.0,2,1625,1573,5,Gd,0,GasA,Norm,8,2,Gd,1,1625,0,Y,Gd,1573,1,235000
Lvl,2004.0,2,798,0,6,Gd,45,GasA,Norm,6,2,Gd,1,1640,842,Y,Gd,798,0,173000
Lvl,1964.0,2,1302,270,7,TA,0,GasA,Norm,6,1,Gd,1,1302,0,Y,Gd,1302,0,158000
Lvl,1957.0,1,1314,922,5,TA,0,GasA,Norm,5,1,TA,1,1314,0,Y,TA,1314,0,145000
Lvl,1999.0,2,1005,0,8,Gd,0,GasA,Norm,7,2,Gd,1,2291,1286,Y,Gd,975,1,230000
Lvl,2003.0,2,864,503,7,Gd,56,GasA,Norm,6,2,Gd,1,1728,864,Y,Gd,864,0,207500
Lvl,2006.0,2,1604,1334,8,Gd,110,GasA,Norm,7,2,Gd,1,1604,0,Y,Gd,1604,1,220000
Lvl,2001.0,2,963,361,7,Gd,96,GasA,Norm,7,2,Gd,1,1792,829,Y,Gd,963,1,231500
Lvl,1956.0,1,882,0,4,TA,45,GasA,Norm,5,1,TA,1,882,0,Y,,0,0,97000
Lvl,1991.0,1,1382,672,6,TA,0,GasA,Norm,6,2,TA,1,1382,0,Y,TA,1362,1,176000
Lvl,2007.0,2,1482,0,10,Gd,148,GasA,Norm,8,3,Ex,1,2574,1092,Y,Ex,1482,1,276000
Lvl,1978.0,1,1212,506,6,TA,12,GasA,Norm,6,2,TA,1,1212,0,Y,Gd,506,1,151000
Lvl,1974.0,1,926,234,6,TA,0,GasA,Norm,5,2,TA,1,1316,0,Y,TA,926,0,130000
Bnk,1965.0,1,764,0,4,TA,0,GasA,Norm,5,2,TA,1,764,0,N,Fa,680,0,73000
Lvl,1981.0,2,1422,588,7,TA,0,GasA,Norm,6,2,Gd,1,1422,0,Y,Gd,1422,1,175500
HLS,1997.0,2,802,714,8,TA,75,GasA,Norm,6,2,TA,1,1511,709,Y,Gd,802,1,185000
Bnk,1939.0,2,1052,378,8,TA,24,GasA,Norm,5,1,Gd,1,2192,720,Y,TA,720,1,179500
Lvl,1966.0,1,778,403,4,TA,25,GasA,Norm,5,1,TA,1,778,0,Y,TA,740,1,120500
Lvl,1987.0,1,1113,751,6,TA,30,GasA,Norm,6,1,TA,1,1113,0,Y,TA,1143,1,148000
Lvl,2006.0,2,1095,0,8,Gd,51,GasA,Norm,8,3,Gd,1,1939,844,Y,Gd,1095,1,266000
Low,1954.0,1,1363,226,5,TA,0,GasA,Norm,7,2,TA,1,1363,0,Y,Gd,1385,2,241500
Lvl,1999.0,2,1164,524,9,Gd,57,GasA,Norm,8,3,Gd,1,2270,1106,Y,Gd,1152,1,290000
Lvl,1958.0,2,1632,620,6,TA,0,GasA,Norm,6,1,TA,1,1632,0,Y,TA,1240,1,139000
Lvl,1982.0,1,816,546,5,TA,0,GasA,Norm,5,1,TA,1,816,0,Y,TA,816,0,124500
Lvl,1978.0,2,952,0,5,Gd,0,GasW,Norm,7,2,Ex,1,1548,596,N,TA,952,0,205000
Lvl,2003.0,2,1560,0,7,Gd,150,GasA,Norm,7,2,Gd,1,1560,0,Y,Ex,1560,0,201000
Lvl,1951.0,1,864,120,4,TA,0,GasA,Norm,4,2,TA,1,864,0,Y,TA,864,0,141000
Lvl,2007.0,2,2121,0,8,Ex,98,GasA,Norm,9,3,Ex,1,2121,0,Y,Ex,2121,1,415298
Lvl,1977.0,2,1156,392,8,TA,117,GasA,Norm,7,2,TA,1,2022,866,Y,Gd,1160,1,192000
Lvl,1989.0,2,1175,421,7,Gd,84,GasA,Norm,7,2,Gd,1,1982,807,Y,Gd,807,1,228500
Lvl,2006.0,2,1262,905,5,Gd,120,GasA,Norm,6,2,Gd,1,1262,0,Y,Gd,1262,0,185000
Lvl,2008.0,2,1314,904,6,Gd,62,GasA,Norm,7,2,Gd,1,1314,0,Y,Gd,1314,1,207500
Lvl,2008.0,2,1468,0,6,Gd,150,GasA,Norm,8,3,Gd,1,1468,0,Y,Gd,1468,1,244600
Lvl,1992.0,2,1575,430,5,Gd,0,GasA,Norm,6,2,Gd,1,1575,0,Y,Gd,1575,0,179200
Lvl,2006.0,2,625,0,5,Gd,54,GasA,Norm,7,2,Gd,1,1250,625,Y,Gd,625,0,164700
Bnk,1962.0,1,1085,600,7,TA,0,GasA,Norm,6,2,Gd,1,1734,649,Y,TA,912,1,159000
Lvl,,1,858,614,5,TA,0,GasA,Norm,4,0,TA,1,858,0,Y,TA,858,0,88000
Lvl,1970.0,1,900,450,5,TA,0,GasA,Norm,5,1,TA,1,900,0,Y,TA,882,0,122000
Lvl,2003.0,1,698,0,7,TA,0,GasA,Norm,6,1,TA,1,1396,698,Y,TA,698,0,153575
Lvl,2006.0,2,1079,0,8,Gd,51,GasA,Norm,8,2,Gd,1,1919,840,Y,Gd,1079,1,233230
Bnk,,2,936,210,9,TA,184,GasA,Norm,5,0,Fa,1,1716,780,N,TA,780,0,135900
Lvl,1949.0,1,1148,292,8,TA,0,GasA,Norm,5,1,TA,1,1716,568,Y,TA,768,1,131000
Lvl,1977.0,2,1468,795,9,TA,250,GasA,Norm,7,2,Gd,1,2263,795,Y,TA,795,1,235000
Lvl,1953.0,1,1644,1285,7,TA,0,GasA,Norm,6,2,TA,1,1644,0,Y,TA,1416,2,167000
Lvl,1984.0,1,1003,819,6,TA,0,GasA,Norm,6,2,TA,1,1003,0,Y,TA,1003,0,142500
Lvl,1950.0,1,910,420,6,TA,0,GasA,Norm,5,1,TA,1,1558,648,Y,TA,910,0,152000
Lvl,1997.0,2,975,649,7,Gd,10,GasA,Norm,7,2,Gd,1,1950,975,Y,Gd,975,1,239000
Lvl,1968.0,1,1041,384,7,Gd,0,GasA,Norm,6,2,TA,1,1743,702,Y,TA,702,1,175000
Lvl,1950.0,1,1152,0,6,TA,36,GasA,Norm,6,1,Gd,1,1152,0,Y,TA,1092,1,158500
Lvl,1953.0,1,1336,841,5,TA,0,GasA,Norm,5,1,TA,1,1336,0,Y,TA,1165,2,157000
Lvl,1998.0,2,1210,281,9,Gd,50,GasA,Norm,8,2,Gd,1,2452,1242,Y,Gd,1028,1,267000
Lvl,2001.0,2,1541,0,6,Gd,81,GasA,Norm,7,3,Gd,1,1541,0,Y,Gd,1541,1,205000
Lvl,1975.0,1,894,894,5,TA,0,GasA,Norm,5,2,TA,1,894,0,Y,TA,894,0,149900
Lvl,2003.0,3,1675,0,10,TA,0,GasA,Norm,7,3,Gd,1,3493,1818,Y,TA,1470,1,295000
Lvl,2004.0,2,2000,1464,8,Gd,0,GasA,Norm,8,3,Gd,1,2000,0,Y,Gd,2000,0,305900
Lvl,1990.0,2,1122,700,8,Gd,44,GasA,Norm,7,3,Gd,1,2243,1121,Y,Gd,700,1,225000
Lvl,,1,1035,0,6,TA,144,GasA,Norm,6,0,Fa,1,1406,371,Y,TA,319,0,89500
Lvl,1961.0,1,861,262,4,TA,0,GasA,Norm,4,2,TA,1,861,0,Y,TA,861,0,82500
Lvl,2003.0,2,1944,1274,8,Gd,175,GasA,Norm,9,3,Ex,1,1944,0,Y,Ex,1896,3,360000
Lvl,1993.0,2,697,518,6,TA,63,GasA,Norm,6,2,Gd,1,1501,804,Y,Gd,697,1,165600
Lvl,1948.0,1,972,680,5,TA,0,GasA,Norm,6,1,TA,1,972,0,Y,TA,972,1,132000
Lvl,1939.0,1,793,507,5,TA,0,GasA,Norm,5,2,TA,1,1118,325,Y,Gd,793,1,119900
Low,1965.0,2,2036,1236,8,TA,0,GasW,Norm,7,2,TA,1,2036,0,Y,Gd,2136,2,375000
Lvl,1925.0,1,832,16,6,TA,0,GasA,Norm,7,2,Ex,1,1641,809,Y,TA,728,1,178000
Lvl,2004.0,2,716,425,6,Gd,51,GasA,Norm,7,2,Gd,1,1432,716,Y,Gd,716,1,188500
Lvl,1983.0,2,1153,692,10,Gd,195,GasA,Norm,7,2,Ex,1,2353,1200,Y,Gd,845,1,260000
Lvl,2006.0,2,1088,0,8,Gd,46,GasA,Norm,8,3,Gd,1,1959,871,Y,Gd,1088,1,270000
Low,1993.0,2,1372,987,9,Gd,60,GasA,Norm,7,3,Gd,1,2646,1274,Y,Gd,1347,1,260000
Lvl,1980.0,2,1472,1036,6,TA,48,GasA,Norm,7,2,TA,1,1472,0,Y,Gd,1372,2,187500
Lvl,2006.0,3,1249,0,9,TA,154,GasA,Norm,9,3,Gd,1,2596,1347,Y,Ex,1249,0,342643
Lvl,2004.0,2,1136,970,10,Gd,154,GasA,Norm,8,3,Gd,1,2468,1332,Y,Ex,1136,1,354000
Lvl,1987.0,2,1553,28,8,Gd,96,GasA,Norm,7,2,Gd,1,2730,1177,Y,TA,1502,1,301000
Lvl,1955.0,1,1163,256,6,TA,98,GasA,Norm,3,1,TA,1,1163,0,Y,TA,1162,0,126175
Lvl,1961.0,2,1898,0,11,Gd,0,GasA,Norm,7,2,Gd,1,2978,1080,Y,Gd,710,1,242000
Lvl,1941.0,1,803,116,5,TA,0,GasA,Norm,5,2,TA,1,803,0,N,TA,720,0,87000
Lvl,1993.0,1,1719,1619,6,Gd,30,GasA,Norm,8,2,Gd,1,1719,0,Y,Gd,1719,2,324000
Lvl,1960.0,1,1383,565,7,TA,45,GasA,Norm,6,1,TA,1,1383,0,Y,TA,1383,0,145250
Bnk,1930.0,2,1445,0,10,TA,60,GasA,Norm,6,2,Gd,1,2134,689,N,TA,844,0,214500
Lvl,1920.0,1,596,0,6,TA,0,GasA,Norm,5,1,TA,1,1192,596,N,TA,596,0,78000
Lvl,2002.0,2,1728,40,10,TA,0,GasA,Norm,5,1,TA,2,1728,0,Y,TA,1728,0,119000
Lvl,1958.0,1,1056,846,6,TA,0,GasA,Norm,5,1,TA,1,1056,0,Y,TA,1056,0,139000
Lvl,2003.0,2,1629,1124,7,Gd,0,GasA,Norm,8,3,Gd,1,1629,0,Y,Gd,3206,1,284000
Lvl,2004.0,2,1358,720,6,Gd,30,GasA,Norm,7,2,Gd,1,1358,0,Y,Gd,1358,1,207000
Lvl,1998.0,2,943,828,7,TA,38,GasA,Norm,6,2,TA,1,1638,695,Y,Gd,943,2,192000
HLS,1965.0,2,1619,1249,7,TA,0,GasA,Norm,5,2,TA,1,1786,167,Y,TA,1499,2,228950
HLS,2005.0,2,1922,1249,8,Gd,51,GasA,Norm,9,3,Gd,1,1922,0,Y,Ex,1922,1,377426
Lvl,2002.0,2,1536,810,7,Gd,74,GasA,Norm,7,2,Gd,1,1536,0,Y,Gd,1536,0,214000
Lvl,1984.0,2,1621,213,8,Gd,45,GasA,Norm,7,2,Gd,1,1621,0,Y,Gd,1208,0,202500
Lvl,1958.0,1,1215,585,6,TA,0,GasA,Norm,6,1,TA,1,1215,0,Y,TA,1215,0,155000
Lvl,2002.0,2,993,0,9,Gd,0,GasA,Norm,8,2,Gd,1,1908,915,Y,Gd,967,0,202900
Lvl,1950.0,1,841,0,4,Fa,0,GasA,Norm,4,1,TA,1,841,0,Y,TA,721,0,82000
Lvl,1949.0,2,1040,0,6,TA,0,Wall,Norm,3,2,TA,2,1040,0,N,,0,0,87500
Lvl,2005.0,2,1684,28,6,Ex,72,GasA,Norm,9,2,Ex,1,1684,0,Y,Ex,1684,1,266000
Lvl,1976.0,1,536,129,4,TA,0,GasA,Norm,5,1,TA,1,1112,576,Y,Gd,536,0,85000
Lvl,1939.0,1,972,0,6,TA,0,GasA,Norm,6,1,Fa,1,1577,605,Y,TA,972,1,140200
Lvl,1960.0,1,958,498,5,TA,0,GasA,Norm,6,1,TA,1,958,0,Y,TA,958,0,151500
Lvl,1960.0,2,1478,1270,6,TA,40,GasA,Norm,6,2,TA,1,1478,0,Y,TA,1478,2,157500
Lvl,2003.0,2,764,573,6,Gd,27,GasA,Norm,7,2,Gd,1,1626,862,Y,Gd,764,0,154000
Lvl,2006.0,2,1848,1410,10,Ex,0,GasA,Norm,9,3,Ex,1,2728,880,Y,Ex,1848,2,437154
Lvl,2007.0,2,1869,0,6,Ex,54,GasA,Norm,9,2,Ex,1,1869,0,Y,Ex,1869,1,318061
Low,1986.0,1,1453,1082,6,TA,80,GasA,Norm,7,2,Gd,1,1453,0,Y,Gd,1453,1,190000
Lvl,1941.0,1,616,236,5,TA,0,GasA,Norm,5,1,TA,1,1111,495,N,TA,616,0,95000
Lvl,2005.0,1,720,0,5,TA,0,GasA,Norm,6,2,TA,1,720,0,Y,TA,624,0,105900
Bnk,1940.0,1,1192,388,6,TA,0,GasA,Norm,6,1,TA,1,1595,403,Y,TA,940,2,140000
Lvl,1995.0,2,1200,334,6,Gd,26,GasA,Norm,6,2,Gd,1,1200,0,Y,Gd,1200,0,177500
Lvl,1992.0,2,1167,560,6,TA,26,GasA,Norm,6,2,Gd,1,1167,0,Y,Gd,1158,0,173000
Lvl,1976.0,1,1142,874,6,TA,90,GasA,Norm,5,2,TA,1,1142,0,Y,Gd,1142,1,134000
Lvl,1958.0,1,1352,300,6,TA,0,GasA,Norm,5,1,Gd,1,1352,0,Y,TA,1062,0,130000
Lvl,1998.0,2,1086,956,7,Gd,75,GasA,Norm,8,2,Gd,1,1924,838,Y,Gd,1086,1,280000
Lvl,1978.0,1,912,773,5,TA,0,GasA,Norm,6,2,TA,1,912,0,Y,Gd,888,1,156000
Lvl,1940.0,1,988,399,8,TA,0,GasA,Norm,5,1,TA,1,1505,517,Y,TA,883,0,145000
Lvl,2003.0,3,495,0,7,Gd,0,GasA,Norm,7,2,Gd,1,1922,1427,Y,,0,1,198500
Lvl,1972.0,1,483,162,5,TA,0,GasA,Norm,6,1,Gd,1,987,504,Y,TA,483,0,118000
Lvl,1976.0,2,790,712,6,TA,111,GasA,Norm,6,2,TA,1,1574,784,Y,Gd,796,1,190000
Lvl,1964.0,1,672,456,6,TA,128,GasA,Norm,5,1,TA,1,1344,672,Y,TA,672,0,147000
Lvl,1963.0,1,1394,609,6,TA,76,GasA,Norm,6,2,TA,1,1394,0,Y,Gd,1394,2,159000
Lvl,1962.0,1,1431,371,6,TA,110,GasA,Norm,6,1,TA,1,1431,0,Y,Gd,1099,1,165000
Lvl,1954.0,1,1268,540,7,TA,98,GasA,Norm,5,1,TA,1,1268,0,Y,TA,1268,1,132000
Lvl,1997.0,1,1287,72,7,TA,17,GasA,Norm,5,2,Gd,1,1287,0,Y,TA,1063,1,162000
Lvl,2000.0,2,953,0,7,TA,40,GasA,Norm,6,2,TA,1,1664,711,Y,Gd,953,1,172400
Lvl,1991.0,2,1120,0,7,TA,59,GasA,Norm,4,2,TA,1,1588,468,Y,,0,1,134432
Lvl,1984.0,1,752,623,4,TA,0,GasA,Norm,6,1,TA,1,752,0,Y,Gd,744,0,125000
Lvl,1953.0,1,1319,428,5,TA,0,GasA,Norm,5,1,TA,1,1319,0,Y,TA,608,0,123000
Lvl,2003.0,2,847,0,8,Gd,48,GasA,Norm,7,2,Gd,1,1928,1081,Y,Gd,847,1,219500
Low,,0,904,350,4,Fa,0,GasA,Norm,1,0,Fa,1,904,0,N,Fa,683,0,61000
Lvl,1998.0,1,914,298,5,Gd,0,GasA,Norm,5,2,TA,1,914,0,Y,Gd,870,0,148000
Lvl,2004.0,3,1580,0,8,Gd,214,GasA,Norm,8,2,Gd,1,2466,886,Y,Gd,1580,1,340000
Lvl,2010.0,1,1856,1445,8,Gd,0,GasA,Norm,9,3,Ex,1,1856,0,Y,Ex,1856,1,394432
Lvl,2000.0,2,1007,0,7,TA,63,GasA,Norm,6,2,TA,1,1800,793,Y,Gd,982,1,179000
Lvl,1924.0,2,1026,218,6,TA,0,GasA,Norm,5,1,Gd,1,1691,665,Y,TA,1026,1,127000
Lvl,2006.0,2,1301,0,5,Gd,121,GasA,Norm,7,2,Gd,1,1301,0,Y,Gd,1293,1,187750
Lvl,2006.0,2,939,0,8,Gd,53,GasA,Norm,7,2,Gd,1,1797,858,Y,Gd,939,0,213500
Lvl,1950.0,1,784,0,5,TA,0,GasA,Norm,6,2,TA,1,784,0,N,Fa,784,0,76000
Low,1992.0,2,1079,985,9,Gd,231,GasA,Norm,6,2,Gd,1,1953,874,Y,Gd,1580,2,240000
Lvl,2004.0,2,1269,24,6,Gd,20,GasA,Norm,8,2,Gd,1,1269,0,Y,Gd,1256,1,192000
Lvl,,1,658,0,8,TA,151,GasA,Norm,5,0,TA,1,1184,526,Y,TA,658,0,81000
Lvl,1977.0,1,1125,631,6,TA,0,GasA,Norm,6,1,TA,1,1125,0,Y,TA,1041,1,125000
Lvl,1999.0,2,1479,0,6,Gd,25,GasA,Norm,7,2,Gd,1,1479,0,Y,Gd,1468,0,191000
Lvl,2008.0,2,1742,1280,9,Ex,134,GasA,Norm,10,3,Ex,1,2332,590,Y,Ex,1682,1,426000
Lvl,1978.0,1,961,241,7,TA,130,GasA,Norm,5,1,TA,1,1367,406,Y,TA,861,0,119000
Lvl,2001.0,2,804,690,7,TA,192,GasA,Norm,6,2,Gd,1,1961,1157,Y,Ex,804,1,215000
Lvl,1959.0,1,882,0,5,TA,0,GasA,Norm,5,1,TA,1,882,0,Y,,0,0,106500
Lvl,,1,788,266,4,TA,0,GasA,Norm,4,0,TA,1,788,0,Y,TA,788,2,100000
Lvl,1940.0,1,735,0,5,TA,39,GasA,Norm,5,1,TA,1,1034,299,Y,TA,735,0,109000
Lvl,1956.0,1,1144,739,6,TA,0,GasA,Norm,5,1,TA,1,1144,0,Y,TA,1144,0,129000
Low,1985.0,1,894,777,6,TA,0,GasA,Norm,5,2,TA,1,894,0,Y,TA,894,0,123000
Lvl,1962.0,2,876,540,8,TA,168,GasA,Norm,5,1,TA,1,1812,936,Y,TA,864,1,169500
Lvl,1920.0,1,1077,0,6,TA,0,GasA,Norm,5,1,TA,1,1077,0,Y,Fa,961,0,67000
Lvl,2007.0,2,1112,812,7,Gd,168,GasA,Norm,7,2,Gd,1,1550,438,Y,Gd,1092,0,241000
Lvl,1996.0,1,1288,786,4,Gd,30,GasA,Norm,8,2,Ex,1,1288,0,Y,Gd,1260,2,245500
Lvl,2005.0,2,1310,24,6,Gd,0,GasA,Norm,7,2,Gd,1,1310,0,Y,Gd,1310,1,164990
Lvl,1940.0,1,672,0,4,TA,0,GasA,Norm,5,1,TA,1,672,0,Y,TA,672,0,108000
Lvl,1998.0,2,1165,0,10,Gd,123,GasA,Norm,8,2,Gd,1,2263,1098,Y,Gd,1141,1,258000
Lvl,1995.0,2,806,0,7,TA,40,GasA,Norm,6,2,TA,1,1572,766,Y,Gd,806,1,168000
Lvl,1993.0,2,1620,1116,8,TA,78,GasA,Norm,4,2,TA,1,1620,0,Y,TA,1281,1,150000
Lvl,1936.0,1,1166,0,6,TA,0,GasA,Norm,6,1,TA,1,1639,0,Y,TA,1064,0,115000
Lvl,1960.0,2,840,0,8,TA,0,GasA,Norm,6,1,TA,1,1680,840,Y,Gd,840,0,177000
Lvl,2006.0,2,1071,0,9,Gd,62,GasA,Norm,7,3,Gd,1,2172,1101,Y,Ex,1063,1,280000
Lvl,2008.0,2,1050,789,8,Gd,102,GasA,Norm,8,3,Ex,1,2078,1028,Y,Ex,1034,1,339750
Lvl,1958.0,1,1276,0,5,TA,0,GasA,Norm,5,1,TA,1,1276,0,Y,TA,1276,0,60000
Bnk,1955.0,1,1056,1056,5,TA,0,GasA,Norm,5,2,TA,1,1056,0,N,TA,1056,0,145000
Lvl,2009.0,2,1478,578,7,Ex,144,GasA,Norm,7,2,Gd,1,1478,0,Y,Ex,1470,1,222000
Lvl,1927.0,1,1028,0,5,TA,0,GasA,Norm,5,2,TA,1,1028,0,Y,TA,1008,1,115000
Lvl,1993.0,2,1080,50,9,Gd,187,GasA,Norm,7,3,Gd,1,2097,1017,Y,Gd,1080,1,228000
Lvl,2007.0,2,1340,24,6,Gd,30,GasA,Norm,7,2,Gd,1,1340,0,Y,Gd,1340,0,181134
Lvl,1978.0,1,672,209,6,TA,0,GasA,Norm,6,2,TA,1,1400,728,Y,TA,672,1,149500
Lvl,1918.0,2,1370,1128,10,TA,0,GasW,Norm,6,3,TA,1,2624,1254,N,Gd,1370,1,239000
Lvl,1940.0,1,756,312,7,TA,0,GasA,Norm,5,1,TA,1,1134,378,N,TA,756,0,126000
Lvl,1968.0,1,1056,775,6,TA,85,GasA,Norm,5,1,TA,1,1056,0,Y,TA,1056,1,142000
Lvl,1997.0,2,1344,1309,8,TA,0,GasA,Norm,7,4,TA,2,1344,0,Y,Gd,1344,0,206300
Lvl,1977.0,2,1602,1246,8,Gd,0,GasA,Norm,6,2,Gd,1,1602,0,Y,Gd,1602,1,215000
HLS,1954.0,1,988,0,4,TA,0,GasA,Norm,5,2,TA,1,988,0,Y,TA,988,0,113000
Lvl,1998.0,2,1470,986,8,Gd,66,GasA,Norm,8,3,Gd,1,2630,1160,Y,Gd,1470,1,315000
Lvl,1956.0,1,1196,616,6,TA,44,GasA,Norm,6,1,TA,1,1196,0,Y,Gd,1196,1,139000
HLS,1947.0,1,707,0,6,TA,0,GasA,Norm,7,1,TA,1,1389,682,Y,TA,651,2,135000
Low,1989.0,2,1644,1518,5,Gd,0,GasA,Norm,7,2,Gd,1,1644,0,Y,Gd,1518,1,275000
Lvl,1964.0,1,907,288,5,TA,0,GasA,Norm,4,1,TA,1,907,0,Y,TA,907,0,109008
Lvl,2007.0,2,1208,664,6,Gd,54,GasA,Norm,7,2,Gd,1,1208,0,Y,Gd,1208,0,195400
Lvl,1988.0,2,1412,1005,6,TA,0,GasA,Norm,6,2,Gd,1,1412,0,Y,Gd,1392,1,175000
Lvl,1971.0,1,483,387,4,TA,0,GasA,Norm,6,1,TA,1,987,504,Y,TA,483,0,85400
Bnk,,1,1088,0,7,TA,98,GasA,Norm,6,0,TA,1,1198,110,Y,TA,901,0,79900
Lvl,1971.0,1,765,471,6,TA,36,GasA,Norm,5,2,TA,1,1365,600,Y,TA,765,0,122500
Lvl,1997.0,2,926,0,7,TA,36,GasA,Norm,6,2,TA,1,1604,678,Y,Gd,926,1,181000
Lvl,,1,630,495,3,TA,0,GasA,Norm,4,0,TA,1,630,0,Y,Gd,630,0,81000
Lvl,1996.0,2,827,385,6,Gd,61,GasA,Norm,7,2,Gd,1,1661,834,Y,Gd,799,1,212000
Lvl,1990.0,1,734,0,6,TA,0,GasA,Norm,6,2,TA,1,1118,384,Y,Fa,648,0,116000
Lvl,1926.0,1,904,0,4,Gd,0,GasA,Norm,6,1,TA,1,904,0,Y,TA,884,0,119000
Lvl,1990.0,1,694,365,4,TA,0,GasA,Norm,5,1,Gd,1,694,0,N,TA,440,1,90350
Lvl,2005.0,1,684,0,7,TA,46,GasA,Norm,6,2,Gd,1,1196,512,Y,TA,684,0,110000
Lvl,2008.0,2,2402,1767,10,Ex,72,GasA,Norm,10,3,Ex,1,2402,0,Y,Ex,3094,2,555000
Lvl,,2,1440,133,8,TA,0,GasA,Norm,4,0,Fa,2,1440,0,N,TA,1440,0,118000
Lvl,1930.0,2,1128,0,8,TA,0,GasA,Norm,5,2,TA,1,1573,445,Y,TA,1078,1,162900
Lvl,2007.0,2,1258,0,6,Gd,16,GasA,Norm,7,3,Gd,1,1258,0,Y,Ex,1258,1,172500
Lvl,1994.0,2,933,642,8,Gd,133,GasA,Norm,7,2,Gd,1,1908,975,Y,Gd,915,1,210000
Lvl,1956.0,1,1689,0,7,TA,0,GasA,Norm,6,2,TA,1,1689,0,Y,TA,1436,1,127500
Lvl,1966.0,2,1888,247,6,Gd,0,GasA,Norm,6,2,Gd,1,1888,0,Y,TA,1517,1,190000
Lvl,1998.0,2,956,0,10,Gd,0,GasA,Norm,7,2,Gd,1,1886,930,Y,Gd,930,1,199900
Bnk,1937.0,2,780,0,7,TA,0,GasA,Norm,6,1,TA,1,1376,596,Y,TA,780,1,119500
Lvl,1981.0,1,679,331,6,TA,176,GasA,Norm,3,1,TA,1,1183,504,Y,TA,649,0,120000
Lvl,1932.0,1,813,0,5,TA,113,GasA,Norm,6,1,Gd,1,813,0,Y,TA,813,0,110000
Low,1975.0,2,1533,655,5,TA,54,GasA,Norm,7,2,Gd,1,1533,0,Y,Gd,1533,2,280000
Lvl,1996.0,2,888,742,7,Gd,122,GasA,Norm,6,2,TA,1,1756,868,Y,Ex,872,0,204000
Lvl,2008.0,2,786,0,6,Gd,30,GasA,Norm,8,2,Gd,1,1590,804,Y,Gd,768,0,210000
Lvl,1976.0,2,1728,1606,8,TA,0,GasA,Norm,5,2,TA,2,1728,0,Y,TA,1728,0,188000
Lvl,1973.0,1,1242,916,6,TA,0,GasA,Norm,7,2,TA,1,1242,0,Y,TA,1242,1,175500
Lvl,1916.0,1,624,0,7,TA,0,GasA,Norm,5,3,TA,1,1344,720,N,TA,624,0,98000
